Review,Preprocessed_Review,Sentiment
My 6  year old son had  been going to mathgenie East Brunswick for more than 1year and he had showed great improvement in math and reading and writing skills especially in solving his addition and subtraction for math problems is beyond his age limit.Thanks to his math and reading teacher and the teacher is very kind and friendly..Thank you mathgenie for your work.,6 year old son going mathgenie east brunswick 1year showed great improvement math reading writing skills especially solving addition subtraction math problems beyond age math reading teacher teacher kind friendly thank mathgenie work,Positive
We enrolled our daughter in math genie couple of months back as she was not comfortable in reading and math and we are very much impressed with the improvement. The teachers are very friendly with the students and they boost confidence in them,enrolled daughter math genie couple months back comfortable reading math much impressed improvement teachers friendly students boost confidence,Positive
"My daughter's teacher has a lot of patience. We do see improvements since she joined Math Genie.
Thank You!",daughter teacher lot patience see improvements since joined math genie thank,Positive
"It is with great pleasure that I write this testimonial for Math Genie,North Brunswick location.We have joined our kid Rohan for Math and English classes.It is so happy to see Rohan performing well with Math and English lessons and I attribute much of this development to the way he is cared for and taught while at Math Genie, North Brunswick by Miss Monica and her staff. Everyday teacher will talk about what is done in the class, what needs to be done at home and where student excelled or need to improve. Teachers are easily accessible and there is no hierarchy to be followed.After i knew that my son is in safe hands now i don't worry too much about his studies.

Thank you Miss Monica and your staff has been extremely helpful.
I recommend Math Genie in the highest of terms.",great pleasure write testimonial math genie north brunswick joined kid rohan math english happy see rohan performing well math english lessons attribute much development way cared taught math genie north brunswick miss monica staff everyday teacher talk done class needs done home student excelled need improve teachers easily accessible hierarchy knew son safe hands worry much studies thank miss monica staff extremely helpful recommend math genie highest terms,Positive
Great teachers and knows how to motivate the kids to learn,great teachers knows motivate kids learn,Positive
My son has been going there since 1 year and he has shown great progress in reading and math.His teacher Angelica is very friendly and sweet .My son was struggling with using abacus so she recommended to stick to common core math.The feedback from the teacher has been very helpful.The costumer service is excellent ..I would highly recommend this place.,son going since 1 year shown great progress reading teacher angelica friendly sweet son struggling using abacus recommended stick common core feedback teacher costumer service excellent would highly recommend place,Positive
"My Daughter goes Math gene for reading. She showed very good progress since math gene joined. Staff is very helpful. Overall I am happy!!
Thanks!!",daughter goes math gene reading showed good progress since math gene joined staff helpful overall happy thanks,Positive
"My both kids joined here 9Months ago in reading, I am satisfied with the teachers attention and development in writing skills, they were able to express and elaborate their ideas, improved their grammar and punctuations. We receive constant feedback on the progress and improvements. Recommend anyone looking to improve kids language skills.",kids joined 9months ago reading satisfied teachers attention development writing skills able express elaborate ideas improved grammar punctuations receive constant feedback progress improvements recommend anyone looking improve kids language skills,Positive
The staff is very nice and work hard with the children.  I have seen a difference in my daughter's understanding of math and i believe they have helped her to do much better.,staff nice work hard children seen difference daughter understanding math believe helped much better,Positive
"My daughter is doing reading genie for last 3-4  months and she has shown great improvement in reading , writing especially in comprehension and vocabulary. They have a very nice and structured curriculum. She has a good teacher who knows what exactly is needed and provides feedback after every class which helps parents to keep an eye on progress. Reading  genie at Math Genie helped my daughter a lot.",daughter reading genie last months shown great improvement reading writing especially comprehension vocabulary nice structured curriculum good teacher knows exactly needed provides feedback every class helps parents keep eye progress reading genie math genie helped daughter lot,Positive
"This program is a sound investment in developing your child's academic potential. They offer unique enrichment programs that equip kids with skills sets and tools for success. Both my children love the program. Teachers are fantastic, energetic, and provide instant feedback. Admin staff is responsive and flexible. Good value for money.",program sound investment developing child academic potential offer unique enrichment programs equip kids skills sets tools success children love program teachers fantastic energetic provide instant feedback admin staff responsive flexible good value money,Positive
"Jaynaly has been a student since she was 2 1/2. All of the teachers have helped her develop a great love of math and reading. This has helped Jaynaly excel in all areas of her academics. The environment is professional and nurturing. We highly recommend Math Genie of South Plainfield, NJ.",jaynaly student since 2 teachers helped develop great love math reading helped jaynaly excel areas academics environment professional nurturing highly recommend math genie south plainfield nj,Positive
My daughters did great in the math and reading and people their so friendly,daughters great math reading people friendly,Positive
Both my children (ages 6 and 4) are at math genie and I am very happy. My kids are currently in Reading and Coding..very pleased at Math Genie!!,children ages 6 4 math genie happy kids currently reading coding pleased math genie,Positive
My daughter goes to math genie and she loves it.The teachers are amazing and she enjoys going to reading genie.Its a great place for the kids to learn .I would recommend it.,daughter goes math genie loves teachers amazing enjoys going reading great place kids learn would recommend,Positive
My kids have been attending Math Genie for several years. The teachers are excellent and the curriculum has helped them with their school work and their focus.,kids attending math genie several years teachers excellent curriculum helped school work focus,Positive
My son has been going to Math Genie for several months now. Ms. Alesia is wonderful. He has showed great progress in his school work and a new love of learning to read.,son going math genie several months alesia wonderful showed great progress school work new love learning read,Positive
"My son was struggling in school. He's in third grade and eight years old. We decided to give this place a try because of its close proximity to our home. We signed him up for both reading and math. Overall, he liked it.

I found the teachers to be very kind, respectful and positive to both parents and children. I liked the small class sizes and staff enthusiasm.

I saw a slight change in his development. I do think it helped him do his school math homework faster and he was able to read more challenging words. I think it's a good program and give it a try if you're considering it.",son struggling school third grade eight years old decided give place try close proximity home signed reading math overall liked found teachers kind respectful positive parents children liked small class sizes staff enthusiasm saw slight change development think helped school math homework faster able read challenging words think good program give try considering,Positive
Ms. Vivian is terrific and my kids love attending Math Genie.,vivian terrific kids love attending math genie,Positive
Wonderful and attentive teacher especially Ms. V. My son learned a lot from Ms. V and able to progress well in school. Thank you!,wonderful attentive teacher especially son learned lot v able progress well school thank,Positive
"My Son have progressed in his academics with help of math genie , he improved in his math and communication skills i recommend",son progressed academics help math genie improved math communication skills recommend,Positive
"Great staff, structure to the course and extensive material to practice",great staff structure course extensive material practice,Positive
Can see significant improvement in math within days and they just love doing. Skilled and friendly staff.,see significant improvement math within days love skilled friendly staff,Positive
I am very happy with the progress my son has made in Math and reading.,happy progress son made math reading,Positive
"Excellent program, great customer service, and wonderful teachers and staff! My son has been attending 2 hour sessions once a week for the last 6 months, and we have seen him improve greatly. We have decided to continue attending even throughout the summer, to continue to sharpen his skills.",excellent program great customer service wonderful teachers staff son attending 2 hour sessions week last 6 months seen improve greatly decided continue attending even throughout summer continue sharpen skills,Positive
My kid got  improved a lot in math since joining this tutorial school.  Thank you !,kid got improved lot math since joining tutorial school thank,Positive
Good system gives kids insight to develop their skills on writing. Hope to see program also igniting the creative ideas in them as well,good system gives kids insight develop skills writing hope see program also igniting creative ideas well,Positive
I am very excited with math genie because in just a few weeks I have seen a great improvement in my child's writing skills!!The teachers are so amazing!,excited math genie weeks seen great improvement child writing skills teachers amazing,Positive
My child has shown progress. We have only been going a short while so long term results are yet to be known. His teacher is really good and gives updates every week so we know what to work on at home.,child shown progress going short long term results yet known teacher really good gives updates every week know work home,Positive
"Ms.Tracy is very good in teaching and very knowledgeable.  My kid is improved lot  after going to Math Genie.
Thank You!",good teaching knowledgeable kid improved lot going math genie thank,Positive
"Thank you Math genie and Ms Kim.  My daughter has shown a great improvement in reading and writing and all thanks to you.  Awesome support and help from the staff whether it is a query or make up or any extra curriculum support.  Ms Kim knows where the kid is struggling, the weak and strong points and provides feedback accordingly after every class.  I am happy I enrolled my daughter in Math genie and would definitely recommend it.",thank math genie ms kim daughter shown great improvement reading writing thanks awesome support help staff whether query make extra curriculum support ms kim knows kid struggling weak strong points provides feedback accordingly every class happy enrolled daughter math genie would definitely recommend,Positive
My son's been going to Math Genie for about 1 n half year now and he's been doing very well. He's shown a lot of improvement in both his reading and math. Miss.Cassandra and Miss. Angela are really good and gave assigments/homework focusing on what his difficulties. My son got all the individual attention that he needed.  I would definitely recommend to others,son going math genie 1 n half year well shown lot improvement reading math miss angela really good gave focusing difficulties son got individual attention needed would definitely recommend others,Positive
My son learns math and abacus from Ms. Jennifer. She is really good. We saw good improvement in math.,son learns math abacus jennifer really good saw good improvement math,Positive
Excellent staff and teachers. I really recommend this place for maths and reading.,excellent staff teachers really recommend place maths reading,Positive
This is an excellent coaching institute. My son improved a lot and their methods are very much useful to learn maths easily.  Thanks a lot to Angelina and all the teachers .,excellent coaching institute son improved lot methods much useful learn maths easily thanks lot angelina teachers,Positive
Teaching and supporting staff are very supportive. We are very happy with my kids progress in both reading and math.,teaching supporting staff supportive happy kids progress reading math,Positive
Its been two months since I enrolled my son in Mathgenie and I was able see the progress from day 1 itself. He loves to go to Mathgenie and does all his homework with great interest. I would definitely recommend Mathgenie to others. Its a great learning experience for kids.,two months since enrolled son mathgenie able see progress day 1 loves go mathgenie homework great interest would definitely recommend mathgenie others great learning experience kids,Positive
"My daughter and son have been going to math genie for 1 month already and I am seeing  lot of progress. Both look forward to go to their literary and math class. Thank you Miss Angelica, Miss Stephanie and Miss Cassendra for all your efforts!",daughter son going math genie 1 month already seeing lot progress look forward go literary math class thank miss angelica miss stephanie miss cassendra efforts,Positive
My both boys go to Math Genie for Reading. I see a lot of improvement in their ability to read. We are happy with the teaching.,boys go math genie reading see lot improvement ability read happy teaching,Positive
"My kids are going to Math Genie, they have unique way to teach the math. Their teacher Alesia, she is kind and helpful to my kids. I would recommend Math Genie.",kids going math genie unique way teach math teacher alesia kind helpful kids would recommend math genie,Positive
It’s very good environment for kids to learn all teachers are very nice my son had very good experience with Alesia,good environment kids learn teachers nice son good experience alesia,Positive
"My son was having a difficult time reading and his math genie teacher is going out of her way to make sure he is understanding the basics before she advances him. I appreciate the detailed attention so much and an forever grateful. Love this place, and trust me I’ve tried so many places with him and had no luck.",son difficult time reading math genie teacher going way make sure understanding basics advances appreciate detailed attention much forever grateful love place trust tried many places luck,Positive
"Ms. Vivienne was able to get my son to learn and retain, something school was not able to do. Thanks Ms. Vivienne!",vivienne able get son learn retain something school able thanks vivienne,Positive
My son loves learning math at math genie !!  His confidence in math has grown and its his favorite subject at school.  All the teachers are very helpful and patient with the kids.,son loves learning math math genie confidence math grown favorite subject school teachers helpful patient kids,Positive
My Son started going to Math Genie this year 2019. In last 2 months I really see very fast pick on maths & English of my son. Teachers are really making very good efforts in teaching approach of maths problems and also sharing daily feedback of kids after class that really helpful. Overall approach and method of math Genie class are excellent. I would highly recommend other kids to join these classes.,son started going math genie year 2019 last 2 months really see fast pick maths english son teachers really making good efforts teaching approach maths problems also sharing daily feedback kids class really helpful overall approach method math genie class excellent would highly recommend kids join classes,Positive
"My sister went here for around 2 months. Her progress has been remarkable. Her touters are good and experienced in what they do. She went from being incredibly shy to being able to answer out loud and present. After going to different tutoring places, we believe that we are going to stick with Math Genie.",sister went around 2 months progress remarkable touters good experienced went incredibly shy able answer loud present going different tutoring places believe going stick math genie,Positive
"My Daughter started going to Math Genie for English reading and writing since three months now,  I see some pick on English. Teachers sharing daily feedback of kids after class that really helpful. Overall approach of math Genie class are good. I would recommend other kids to join Math Genie.",daughter started going math genie english reading writing since three months see pick english teachers sharing daily feedback kids class really helpful overall approach math genie class good would recommend kids join math genie,Positive
My daughter has benefited from Math Genie and we could see a very good progress in her reading & writing. Teachers sharing feedback after class is really helpful. I would highly recommend other kids to join.,daughter benefited math genie could see good progress reading writing teachers sharing feedback class really helpful would highly recommend kids join,Positive
All of the staff are very professional and nice.  Both of my boys go to this Math Genie.  Both are doing well and they love their teachers.  I would definitely recommend this place.,staff professional nice boys go math genie well love teachers would definitely recommend place,Positive
"Our daughter now completes her math homework for school with more CONFIDENCE, speed and accuracy. In addition, her critical thinking skills have improved greatly. Miss Alesia is an excellent teacher who explains concepts clearly and efficiently (to our daughter and to us, so that we can assist at home to reinforce what she learns in class!), and pushes our daughter to her potential. Our daughter loves Math Genie and her teacher. Thank you and keep doing what you're doing!",daughter completes math homework school confidence speed accuracy addition critical thinking skills improved greatly miss alesia excellent teacher explains concepts clearly efficiently daughter us assist home reinforce learns class pushes daughter potential daughter loves math genie teacher thank keep,Positive
My daughter has improved a lot in math and is now very confident. She is more independent in doing her homework after starting at math genie.,daughter improved lot math confident independent homework starting math genie,Positive
Math genie makes math fun. It helps with school. My daughter got into gifted and talented program reading and math this year and last year. Awesome program I would recommend,math genie makes math fun helps school daughter got gifted talented program reading math year last year awesome program would recommend,Positive
"Amazed how my 5 year old son and started to do simple additions in his ahead, after learning the method taught on the abacus within a few months of starting classes.  Great place and awesome teachers",amazed 5 year old son started simple additions ahead learning method taught abacus within months starting classes great place awesome teachers,Positive
"Good programs, great customer service, and wonderful teachers(KIM) and staff(Angela)!""",good programs great customer service wonderful teachers kim staff angela,Positive
"We are very happy my daugher is learning math with ease. Really impressed with Aparajitha's teaching.

Thank you.",happy daugher learning math ease really impressed aparajitha teaching thank,Positive
Simply awesome!,simply awesome,Positive
Excellent teachers! I can see my kids progress week after week. Highly recommended for Math and English,excellent teachers see kids progress week week highly recommended math english,Positive
My son has been going to EB math genie for 6 months now and it has been a good experience so far. Teachers r great with the curriculum.My son has gained a lot of confidence in math once he started classes here. Ms. Sarina has been great with answering queries and very flexible with timings too.,son going eb math genie 6 months good experience far teachers r great son gained lot confidence math started classes sarina great answering queries flexible timings,Positive
Math genie is fun and it makes my kids smarter and better at solving every day problems. The teachers are very knowledgeable and excellent at making kids understand the concepts. The best part that sets them apart from others is that they sit with the parents in reviewing the kids performance after each class. They are very professional and I would strongly recommend them for Math and Reading.,math genie fun makes kids smarter better solving every day problems teachers knowledgeable excellent making kids understand concepts best part sets apart others sit parents reviewing kids performance class professional would strongly recommend math reading,Positive
"My child had experienced some learning challenges and  I was looking for a program that can accommodate his needs and improve his academic skills. I myself read reviews of Math genie and got impressed and decide to check it out.  It’s been a month now and like the reviews i read I can only say good about this program. My son started the math and english classes at the basic level and he got the boost he needed and he is catching up gradually, which used to be an impossible task few months back .He is doing an excellent job in school .They been our lifesaver! I get daily feedback from wonderful staff right after the class. I would highly  recommend this program.I’m thankful for the wonderful experience we are getting at Math genie.",child experienced learning challenges looking program accommodate needs improve academic skills read reviews math genie got impressed decide check month like reviews read say good program son started math english classes basic level got boost needed catching gradually used impossible task months back excellent job school lifesaver get daily feedback wonderful staff right class would highly recommend thankful wonderful experience getting math genie,Positive
"We are so glad we enrolled our kids in Math Genie, the teacher are excellent and the feed back after class is very helpful to know what our kids are working on.
Just 3 months in and we see such great progress. Our only regret now is not enrolling them sooner.",glad enrolled kids math genie teacher excellent feed back class helpful know kids working 3 months see great progress regret enrolling sooner,Positive
It's a good place to learn with personal care and with less work presure and home work. I like this place.,good place learn personal care less work presure home work like place,Positive
Math genie is a very good tutoring area.you will never find a better tutoring place than math genie southplainfild,math genie good tutoring never find better tutoring place math genie southplainfild,Positive
It is a good experience.,good experience,Positive
"Hi, My Daughter has been going to Math Genie and she has been showing the improvement year after year. I would thank Miss Cassandra, Mrs Kim, Ms Meghan, Ms Angela and Ms Angelica for their attentive method of teaching!. We like Math Genie hence continuing from last 3 years.",hi daughter going math genie showing improvement year year would thank miss cassandra mrs kim ms meghan ms angela ms angelica attentive method teaching like math genie hence continuing last 3 years,Positive
It had some echoing sounds in the meeting.Other than that it was good,echoing sounds good,Positive
"Online training is working well for us. Ms, kaitlin is helping my son well and personal touch is still achieved.

Great work Math Genie staff. kudos!!",online training working well us ms kaitlin helping son well personal touch still achieved great work math genie staff kudos,Positive
"During the recent COVID-19 health crisis, Math Genie classes were moved to an online mode from the traditional classroom setting. Initially, I was skeptical about the effectiveness of online classes through google meet especially as these are young kids learning new concepts and a traditional classroom set up has worked wonderfully for generations. But I was pleasantly surprised to see how my son has adapted to the online classes through google video chat and is finding them extremely effective. He is able to learn new concepts, show his work in the workbook to his teacher and also give online tests post book completion with equal ease as a classroom setup. I would like to thank Ms. Angela for enabling and facilitating this online learning program including receiving the study materials on time and Ms. Meghan for helping kids adapt to this new way of learning and for making the online learning equally effective and exciting as a traditional classroom learning.",recent health crisis math genie classes moved online mode traditional classroom setting initially skeptical effectiveness online classes google meet especially young kids learning new concepts traditional classroom set worked wonderfully generations pleasantly surprised see son adapted online classes google video chat finding extremely effective able learn new concepts show work workbook teacher also give online tests post book completion equal ease classroom setup would like thank angela enabling facilitating online learning program including receiving study materials time meghan helping kids adapt new way learning making online learning equally effective exciting traditional classroom learning,Positive
Math genie is excellent. My son is going almost a year now .I am seeing big improvements in him.Even in the current situation the online classes they are giving is highly good and well organized. My son is really happy with the online classes.,math genie excellent son going almost year seeing big improvements current situation online classes giving highly good well organized son really happy online classes,Positive
"My kid joined in Math Genie more than 2 yrs ago and we are so happy to say that she is enjoying with both Math and Reading programs .Currently her teacher is Ms Meghan who is very nice and friendly. All the teachers Ms Angela, Ms Cassandra, Ms Kim , Ms Naina ........ are so attentive in teaching kids.
During this COVID-19 crisis time Math Genie provided very good quality online learning opportunity. We really appreciate whole Math Genie team.",kid joined math genie 2 yrs ago happy say enjoying math reading programs teacher ms meghan nice friendly teachers ms angela ms cassandra ms kim ms naina attentive teaching kids crisis time math genie provided good quality online learning opportunity really appreciate whole math genie team,Positive
"Being an highly impatient parent when teaching my kid, I felt like  I am not going in the right direction. Needed some support and I learnt about Kumon, Eye Level and few others ; however the reviews of Math genie attracted me  and I reached them. Well, It is the best decision I have made for my kid's academics. Work given to students make them excited, highly confident and at the right level. Teachers are amazingly patient, they appreciate, encourage, support both students and parents. Regular feedback on kids performance helps parents  to further motivate  kids. I had enrolled only for Language, I wanted to understand how things work here before I could jump on Math. I would say I have the confidence that Math Genie will make every student brighter and focused. Bring on the EMPOWERED kids!",highly impatient parent teaching kid felt like going right direction needed support learnt kumon eye level others however reviews math genie attracted reached well best decision made kid academics work given students make excited highly confident right level teachers amazingly patient appreciate encourage support students parents regular feedback kids performance helps parents motivate kids enrolled language wanted understand things work could jump math would say confidence math genie make every student brighter focused bring empowered kids,Positive
"Our Son goes to Math Genie at Morganville, NJ. They have excellent teachers and they have done a great job with the online classes as well.
We love Mrs. Cassandra.  We like the way she interacts with kids and makes learning fun.",son goes math genie morganville nj excellent teachers done great job online classes well love cassandra like way interacts kids makes learning fun,Positive
"Being with math genie for over a year now . My 5 year old is doing amazing . Considering corona crisis , they have been doing online classes so kids don't fall behind . The transition to online  classes has been  very  smooth, great effort by teachers , and administrator.",math genie year 5 year old amazing considering corona crisis online classes kids fall behind transition online classes smooth great effort teachers administrator,Positive
"We have been using math genie for approximately 6 months now. During this time, we have seen significant progress and confidence in our child with respect to reading. The vocabulary skills have grown significantly and every week my child continues to be engaged and challenged.  Due to covid COVID19 we had to switch to online learning via Google meet but this hasn't stopped the progess. Weekly online courses are working just like the classroom. The children still get to see their teacher ask questions and speak with the parents at the end of class. My child is happy to have Kim Kaur as a teacher. She is doing a great job and I would definitely recommend math genie in East Brunswick to others.",using math genie approximately 6 months time seen significant progress confidence child respect reading vocabulary skills grown significantly every week child continues engaged challenged due covid covid19 switch online learning via google meet stopped progess weekly online courses working like classroom children still get see teacher ask questions speak parents end class child happy kim kaur teacher great job would definitely recommend math genie east brunswick others,Positive
It was a very good experience with Math Genie.I would recommend everyone to join your kids here.I saw a very good development in my child.Due to this pandemic they are teaching in online in a very well planned manner.,good experience math would recommend everyone join kids saw good development pandemic teaching online well planned manner,Positive
My daughter loves Miss Kaitlin . She is so good with students and knows how to teach them . She is very thorough in her teaching and always gives honest feedback to the parents .,daughter loves miss kaitlin good students knows teach thorough teaching always gives honest feedback parents,Positive
Miss.Jessica is the best teacher we ever have in our reading class. Her methods of teaching is Great.,best teacher ever reading class methods teaching great,Positive
Miss Kaitlin you are an amazing and fun loving  reading teacher for my son Meelan. Thank you,miss kaitlin amazing fun loving reading teacher son meelan thank,Positive
"I am very impressed with the Math Genie South Plainfield team. Mrs. Kim (ELA) and Mrs. Meagan (math) are excellent. My daughter has them both and there is a level of patience and understanding that is deeply appreciated. I'm amazed that young scholars develop the skills to offer feedback to each other during sessions (especially in Mrs. Kim's class). There are strategies in place to help my daughter develop self-discipline. My daughter receives support in math, as she is a grade level behind. While I am not seeing my daughter's interest change in math or gains in her ability, I do believe having the Math Genie experience is better than not.",impressed math genie south plainfield team kim ela meagan math excellent daughter level patience understanding deeply appreciated amazed young scholars develop skills offer feedback sessions especially kim class strategies place help daughter develop daughter receives support math grade level behind seeing daughter interest change math gains ability believe math genie experience better,Positive
She improved my writing and my reading.She also improved my vocab and spelling so much.We thank you for improving Helena!!,improved writing also improved vocab spelling thank improving helena,Positive
Math genie helped our daughter get better in both math and ela. The teachers here are really nice and very friendly. It is very easy to reschedule the classes if needed. I would highly recommend this place.,math genie helped daughter get better math ela teachers really nice friendly easy reschedule classes needed would highly recommend place,Positive
Bryce has been enrolled at Math Genie South Plainfield since he was 4 years old and we've been very pleased with his development overall.  He seems to enjoy math and his love for math has translated to his school curriculum.   We are also please with his instructors at Math Genie.  Obviously the COVID pandemic has led to some unexpected changes in the program but I'm hoping he can return to the classroom setting soon.,bryce enrolled math genie south plainfield since 4 years old pleased development overall seems enjoy math love math translated school curriculum also please instructors math genie obviously covid pandemic led unexpected changes program hoping return classroom setting soon,Positive
"Our daughter is with Math Genie from two years. In the beginning she wasn't  really into Math, but we have to say that they certainly  made Math fun for her. As of today she is confident in her knowledge and she is progressing very well. As her parents, we think that Math Genie was a smart choice for our daughter and we are very happy with it.",daughter math genie two years beginning really math say certainly made math fun today confident knowledge progressing well parents think math genie smart choice daughter happy,Positive
"Good guidence from teacher miss. Sadia, report stundents strong areas and week areas to improve, prompt response from the managment, totally a value add for the kid. Thank You !",good guidence teacher miss sadia report stundents strong areas week areas improve prompt response managment totally value add kid thank,Positive
"We have been with Math Genie for more then couple of years now, teachers are all good with kids and provide a good one-on-one instruction, we are happy that our daughter got selected for accelerated math program at school thanks to all the teachers who put in the extra effort to help her through it.",math genie couple years teachers good kids provide good instruction happy daughter got selected accelerated math program school thanks teachers put extra effort help,Positive
Math Genie has been amazing for our two boys. My youngest is currently in the program and is developing very good math skills. My oldest graduated a few years ago and continues to be a top student in math. Highly recommend the program!,math genie amazing two boys youngest currently program developing good math skills oldest graduated years ago continues top student math highly recommend program,Positive
Due to the current situation my kid has been learning via online medium. The change from physical class to virtual was handled very nicely by the teachers. We were communicated in a timely manner about the classes. It has been wonderful study environment for my kid. He takes both reading and math class in Math Genie. His teacher is Miss Meghan. She is very patient and her feedbacks regarding my child’s development is very helpful. It’s very easy to communicate with her regarding homework or other comments. I have found this virtual medium being more effective and easy given the situation.,due current situation kid learning via online medium change physical class virtual handled nicely teachers communicated timely manner classes wonderful study environment kid takes reading math class math genie teacher miss meghan patient feedbacks regarding child development helpful easy communicate regarding homework comments found virtual medium effective easy given situation,Positive
"Its been few months I enrolled my daughter for Reading and i can definitely say its progressive.
She does the homework and always excited to go for the class with Ms Jessica. Teacher is very kind and patient enough to sit and teach them and that too especially with the remote classes we could witness that. Methods to teach the Writing/Reading/Phonics is also impressive. Have already referred Math Genie to some of our friends..",months enrolled daughter reading definitely say progressive homework always excited go class ms jessica teacher kind patient enough sit teach especially remote classes could witness methods teach also impressive already referred math genie friends,Positive
Ms kaitlin is our daughter’s ELA teacher at reading genie. We have seen a dramatic improvement in her writing skills during this quarantine and we would really like to acknowledge this teacher.,ms kaitlin daughter ela teacher reading genie seen dramatic improvement writing skills quarantine would really like acknowledge teacher,Positive
"My son has been coached by Math Genie teacher Miss. Kim and we have been absolutely in admiration of how well she teaches him the art of writing. She helps him work through creative writing and also points out areas of improvement.
The team at this location is very professional and do work on your feedback which we have been very appreciative of.

Thanks Ms. Kim and everyone @ Math Genie East Brunswick",son coached math genie teacher miss kim absolutely admiration well teaches art writing helps work creative writing also points areas improvement team location professional work feedback appreciative thanks kim everyone math genie east brunswick,Positive
"My daughter has been a student of math genie for a few years now and has strengthened her math skills and provided math enrichment in addition to the school curriculum math which is not as challenging for her. She has consistently achieved high scores on her standardized math tests as well. I am especially pleased with the quick and seamless transition to online classes due to COVID-19. It was implemented quickly and effectively without a major interruption to the students’ learning and provides a great alternate to face to face classes and a good opportunity to learning from the comfort of home. The teachers we had so far have been great as well; friendly, patient, knowledgeable and fun. I also recommend Kimberly D'Amato as a teacher. My daughter has had her and she is bright, very friendly, and is very good with children. Her teaching style is effective and is good at communicating challenging topics to students!",daughter student math genie years strengthened math skills provided math enrichment addition school curriculum math challenging consistently achieved high scores standardized math tests well especially pleased quick seamless transition online classes due implemented quickly effectively without major interruption students learning provides great alternate face face classes good opportunity learning comfort home teachers far great well friendly patient knowledgeable fun also recommend kimberly teacher daughter bright friendly good children teaching style effective good communicating challenging topics students,Positive
Excellent teacher.Mrs.Kim encourages kids to go  extra mile.My daughter improved a lot.,excellent encourages kids go extra daughter improved lot,Positive
"My son, Caleb, has been in South Plainfield math genie for years and still learning more as he grows. His reading class with Ms. Kim is excellent as his writing abilities gets better each time. Even with online classes, the progress hasn't stopped. He can easily write an essay with given prompt. Ms. Kim always strive to do her best to get the interest out of her students. And kudos to Ms. Angela as well. One of the best management person you can ever find. She's patient and understanding. It won't be a mistake to enroll at math genie",son caleb south plainfield math genie years still learning grows reading class kim excellent writing abilities gets better time even online classes progress stopped easily write essay given prompt kim always strive best get interest students kudos angela well one best management person ever find patient understanding wo mistake enroll math genie,Positive
Mrs.  Kim is an excellent teacher. She encourages the kids to go an extra mile.,kim excellent teacher encourages kids go extra mile,Positive
We have been doing doing Reading Genie for over a year now. Overall a big improvement with my child's reading and writing. Recommended.,reading genie year overall big improvement child reading writing recommended,Positive
Our kid is being taught by Angela and she is very patient dealing with her. She gives constant feedback regarding the progress and suggest any improvements for my child to reach our next level. Anyone looking to enhance their kids skillset should seriously consider MathGenie. We recommend it 100%.,kid taught angela patient dealing gives constant feedback regarding progress suggest improvements child reach next level anyone looking enhance kids skillset seriously consider mathgenie recommend 100,Positive
"Its been more than a year since I enrolled my son for Math & Reading. He has shown tremendous improvement these days. He is doing great in both Reading & Math. His writing skills and vocabulary has improved a lot. He loves to attend the classes and does his homework independently. I am so glad to see his progress. I was bit hesitant about taking up online classes initially, but Mathgenie is doing great in virtual classes, I really appreciate the efforts taken by the staff during the online classes. It is no less than the in-person classes. They give us proper feedback after class and also keep us updated about the homework through emails. I would definitely recommend Mathgenie to others and rate it as the best learning center for kids.",year since enrolled son math reading shown tremendous improvement days great reading math writing skills vocabulary improved lot loves attend classes homework independently glad see progress bit hesitant taking online classes initially mathgenie great virtual classes really appreciate efforts taken staff online classes less classes give us proper feedback class also keep us updated homework emails would definitely recommend mathgenie others rate best learning center kids,Positive
"We live in Fremont, California. I registered my both boys to Jersey based Math Genie three months back. All their classes are conducted online.  I can see the growing confidence in both of my boys. Their participation in school classes has increased significantly.
There are few things which I really liked about Math Genie:
1. Curriculum
2. Teachers are very involved with kids.
3. Feedback system",live fremont california registered boys jersey based math genie three months back classes conducted online see growing confidence boys participation school classes increased significantly things really liked math genie 1 curriculum 2 teachers involved kids 3 feedback system,Positive
"My kids are taking online classes from Math Genie. We are based out of California. Since the time kids started taking these classes, I can feel the confidence in both of them. The younger one is so ahead of his class that sometimes he complains of getting bored. Their participation in school classes has increased significantly. I really appreciate Math Genie and their teachers for their curriculum, involvement with kids and providing an honest and regular feedback to parents.",kids taking online classes math genie based california since time kids started taking classes feel confidence younger one ahead class sometimes complains getting bored participation school classes increased significantly really appreciate math genie teachers curriculum involvement kids providing honest regular feedback parents,Positive
"I have tried many other tutoring places, and Math Genie is the best by far. I love how the tutors come out and speak with us after the child is done with their session so we are in the loop with our child’s progress. It is incredible how much my daughter has grown in two months thanks to math genie. Thanks to Ms. Kim and Ms. Meghan for my daughter’s progress.",tried many tutoring places math genie best far love tutors come speak us child done session loop child progress incredible much daughter grown two months thanks math genie thanks kim meghan daughter progress,Positive
